page,impressions,clicks,ctr,position
"https://axion-ia.com/fr",85,3,0.0353,4.21
"https://axion-ia.com/fr/guides/guide-integration-ia-grenoble",39,3,0.0769,20.82
"https://axion-ia.com/fr/blog/3-quick-wins-2026",1,1,1.0000,25.00
"https://axion-ia.com/fr/blog/atelier-ia-grenoble-entreprise",57,1,0.0175,19.33
"https://axion-ia.com/fr/blog/coaching-ia-dirigeants-grenoble",40,1,0.0250,11.72
"https://axion-ia.com/fr/blog/cours-ia-grenoble-entreprise",13,1,0.0769,8.23
"https://axion-ia.com/fr/blog/mentor-ia-dirigeant-auvergne-rhone-alpes-grenoble",3,1,0.3333,12.00
"https://axion-ia.com/fr/carrieres/business-developer-ia",8,1,0.1250,6.75
"https://axion-ia.com/fr/faq/formation-ia-difference",9,1,0.1111,10.00
"https://axion-ia.com/fr/galerie/axion-ia-envoi-message-numerique-automatique-campagne-email-affiche",1,1,1.0000,34.00
"https://axion-ia.com/fr/galerie/axion-ia-proposition-booster-productivite-equipes-automatiser-affiche",3,1,0.3333,34.33
"https://axion-ia.com/fr/galerie/axion-ia-proposition-solutions-ia-chaque-realite-5-secteurs-banniere",8,1,0.1250,12.50
"https://axion-ia.com/fr/guides/guide-audit-ia-grenoble",23,1,0.0435,7.57
"https://axion-ia.com/fr/observatoire-ia",7,1,0.1429,14.57
"https://axion-ia.com/fr/observatoire-ia/participer",1,1,1.0000,5.00
"https://www.axion-ia.com/fr/conditions-generales",2,1,0.5000,52.00
"https://www.axion-ia.com/politique-confidentialite",2,1,0.5000,57.00
"https://axion-ia.com/fr/audit",27,0,0.0000,6.19
"https://axion-ia.com/fr/audit/par-ville/nimes",1,0,0.0000,13.00
"https://axion-ia.com/fr/blog/audit-ia-grenoble-guide",5,0,0.0000,31.60
"https://axion-ia.com/fr/blog/audit-intelligence-artificielle-grenoble-entreprise",5,0,0.0000,36.00
"https://axion-ia.com/fr/blog/automatisation-comptable-roi",1,0,0.0000,37.00
"https://axion-ia.com/fr/blog/chatbot-ia-grenoble-entreprise",7,0,0.0000,11.43
"https://axion-ia.com/fr/blog/chatbot-ia-grenoble-entreprise-guide",1,0,0.0000,4.00
"https://axion-ia.com/fr/blog/coach-ia-grenoble-guide-pratique",36,0,0.0000,2.81
"https://axion-ia.com/fr/blog/coaching-ia-dirigeant-grenoble",14,0,0.0000,10.79
"https://axion-ia.com/fr/blog/comparatif-integrateurs-ia-grenoble-entreprise",19,0,0.0000,20.16
"https://axion-ia.com/fr/blog/formation-intelligence-artificielle-grenoble-pme",10,0,0.0000,9.30
"https://axion-ia.com/fr/blog/formation-prompt-engineering-grenoble",9,0,0.0000,17.00
"https://axion-ia.com/fr/blog/ia-custom-quand-vraiment",4,0,0.0000,13.75
"https://axion-ia.com/fr/blog/intervention-essentielle-jour-type",2,0,0.0000,33.00
"https://axion-ia.com/fr/blog/mentor-ia-dirigeant-auvergne-rhone-alpes",2,0,0.0000,13.50
"https://axion-ia.com/fr/blog/mentor-ia-dirigeant-grenoble",24,0,0.0000,27.25
"https://axion-ia.com/fr/carrieres/charge-rd-ia",4,0,0.0000,11.50
