page,impressions,clicks,ctr,position
"https://axion-ia.com/fr",13,5,0.3846,2.23
"https://axion-ia.com/fr/implantations/ile-de-france/paris",11,2,0.1818,6.55
"https://axion-ia.com/connaissances",2,1,0.5000,6.50
"https://axion-ia.com/en/actualites",4,1,0.2500,8.50
"https://axion-ia.com/fr/",12,1,0.0833,1.00
"https://axion-ia.com/fr/a-propos",7,1,0.1429,8.14
"https://axion-ia.com/fr/implementation/documents",4,1,0.2500,7.00
"https://axion-ia.com/fr/transparence",2,1,0.5000,12.00
"https://axion-ia.com/en",11,0,0.0000,11.45
"https://axion-ia.com/en/implementation/documents",3,0,0.0000,3.00
"https://axion-ia.com/fr/audit/demande?objet=audit-strategique-pme-20-50",2,0,0.0000,15.50
"https://axion-ia.com/fr/audit/strategique-pme",1,0,0.0000,4.00
"https://axion-ia.com/fr/blog/tag/methodologie",4,0,0.0000,10.75
"https://axion-ia.com/fr/centre-aide",3,0,0.0000,5.67
"https://axion-ia.com/fr/centre-aide/facturation-tva-ee",1,0,0.0000,1.00
"https://axion-ia.com/fr/centre-aide/preparer-une-intervention",5,0,0.0000,8.80
"https://axion-ia.com/fr/connaissances",4,0,0.0000,5.75
"https://axion-ia.com/fr/faq/accompagnement-post-implementation",1,0,0.0000,8.00
"https://axion-ia.com/fr/galerie",1,0,0.0000,5.00
"https://axion-ia.com/fr/galerie/axion-ia-formation-ia-vous-gagnez-concretement-5-benefices-banniere",2,0,0.0000,11.00
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte/dijon",1,0,0.0000,7.00
"https://axion-ia.com/fr/implementation/par-fonction/communication-interne",2,0,0.0000,29.50
"https://axion-ia.com/fr/implementation/par-ville/nancy",1,0,0.0000,9.00
"https://axion-ia.com/fr/implementation/par-ville/nice",1,0,0.0000,64.00
"https://axion-ia.com/fr/implementation/par-ville/rennes",1,0,0.0000,7.00
"https://axion-ia.com/fr/implementation/par-ville/toulouse",1,0,0.0000,6.00
"https://axion-ia.com/fr/interventions/claude-implementation-individuel",2,0,0.0000,17.00
"https://axion-ia.com/fr/reserver",5,0,0.0000,6.40
"https://axion-ia.com/fr/un-a-un/par-ville/nantes",1,0,0.0000,10.00
"https://axion-ia.com/fr/un-a-un/par-ville/nice",2,0,0.0000,6.50
"https://axion-ia.com/galerie/axion-ia-equipe-1to1-tous-profils-manager-rh-marketing-ops-photo-banniere",1,0,0.0000,7.00
"https://axion-ia.com/politique-deplacement",2,0,0.0000,13.50
"https://www.axion-ia.com/a-propos",1,0,0.0000,3.00
"https://www.axion-ia.com/fr/implantations/ile-de-france/paris",3,0,0.0000,3.33
