page,impressions,clicks,ctr,position
"https://axion-ia.com/fr",32,3,0.0938,3.13
"https://axion-ia.com/fr/connaissances",8,2,0.2500,6.88
"https://axion-ia.com/fr/implantations/guadeloupe",11,2,0.1818,9.27
"https://axion-ia.com/fr/faq/choisir-cabinet-ia",20,1,0.0500,6.65
"https://axion-ia.com/fr/galerie/axion-ia-intervention-ia-rapide-resultats-concrets-entreprise-carre",7,1,0.1429,5.00
"https://axion-ia.com/fr/galerie?module=proposition",5,1,0.2000,7.60
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte/dijon",4,1,0.2500,8.50
"https://axion-ia.com/fr/implementation/par-fonction/service-client",2,1,0.5000,3.00
"https://axion-ia.com/fr/implementation/par-ville/nice",6,1,0.1667,7.33
"https://axion-ia.com/galerie/axion-ia-equipe-1to1-tous-profils-manager-rh-marketing-ops-photo-banniere",4,1,0.2500,7.50
"https://axion-ia.com/fr/centre-aide",3,0,0.0000,3.67
"https://axion-ia.com/fr/faq/accompagnement-post-implementation",18,0,0.0000,7.72
"https://axion-ia.com/fr/implantations/hauts-de-france/amiens/un-a-un",3,0,0.0000,7.33
"https://axion-ia.com/fr/implementation/par-fonction/communication-interne",3,0,0.0000,42.00
"https://axion-ia.com/fr/interventions/demande?objet=cadrage-formation-equipe",8,0,0.0000,7.00
"https://axion-ia.com/fr/stack-ia/v0",1,0,0.0000,6.00
"https://axion-ia.com/fr/un-a-un/par-ville/nantes",2,0,0.0000,6.00
"https://axion-ia.com/galerie/axion-ia-formation-ia-1-jour-sur-mesure-generique-reserver-carre",11,0,0.0000,5.18
"https://axion-ia.com/galerie/axion-ia-formation-ia-vous-gagnez-concretement-5-benefices-banniere",9,0,0.0000,4.78
"https://axion-ia.com/galerie/axion-ia-intervention-ia-rapide-resultats-concrets-entreprise-carre",16,0,0.0000,2.81
"https://axion-ia.com/interventions/demande",1,0,0.0000,3.00
"https://www.axion-ia.com/",3,0,0.0000,12.00
"https://www.axion-ia.com/fr/interventions/dirigeants",9,0,0.0000,6.22
