page,impressions,clicks,ctr,position
"https://axion-ia.com/fr",52,2,0.0385,4.35
"https://axion-ia.com/",12,1,0.0833,12.00
"https://axion-ia.com/fr/actualites",4,1,0.2500,12.00
"https://axion-ia.com/fr/blog/formation-ia-bourgoin-jallieu",27,1,0.0370,8.04
"https://axion-ia.com/fr/carrieres/ingenieur-ia-implementation",3,1,0.3333,8.00
"https://axion-ia.com/fr/centre-aide/preparer-une-intervention",3,1,0.3333,12.00
"https://axion-ia.com/fr/devenir-commercial-ia",10,1,0.1000,14.50
"https://axion-ia.com/fr/devenir-commercial-ia/candidature",8,1,0.1250,8.63
"https://axion-ia.com/fr/faq/secteurs-ia",12,1,0.0833,4.50
"https://axion-ia.com/fr/galerie/axion-ia-graphique-roi-implementation-ia-pme-courbe-croissance",1,1,1.0000,24.00
"https://axion-ia.com/fr/implantations/ile-de-france/saint-germain-en-laye",23,1,0.0435,14.83
"https://axion-ia.com/fr/mentions-legales",2,1,0.5000,1.00
"https://axion-ia.com/fr/secteurs/artisanat_services/audit",2,1,0.5000,8.00
"https://axion-ia.com/carrieres?workMode=remote",8,0,0.0000,5.38
"https://axion-ia.com/equipe/manon",1,0,0.0000,1.00
"https://axion-ia.com/fr/actualites/modeles-ia-proprietaires-acces-processus-entreprises",3,0,0.0000,9.00
"https://axion-ia.com/fr/actualites/optimisation-revision-documentaire-trunk-tools",5,0,0.0000,4.60
"https://axion-ia.com/fr/appel",7,0,0.0000,5.00
"https://axion-ia.com/fr/audit/par-ville/boulogne-billancourt",2,0,0.0000,83.00
"https://axion-ia.com/fr/audit/par-ville/brest",1,0,0.0000,63.00
"https://axion-ia.com/fr/audit/par-ville/caen",1,0,0.0000,20.00
"https://axion-ia.com/fr/audit/par-ville/clermont-ferrand",1,0,0.0000,9.00
"https://axion-ia.com/fr/audit/par-ville/grenoble",6,0,0.0000,59.67
"https://axion-ia.com/fr/audit/par-ville/lyon",2,0,0.0000,19.00
"https://axion-ia.com/fr/audit/par-ville/metz",1,0,0.0000,3.00
"https://axion-ia.com/fr/audit/par-ville/montpellier",3,0,0.0000,83.67
"https://axion-ia.com/fr/audit/par-ville/mulhouse",2,0,0.0000,41.00
"https://axion-ia.com/fr/audit/par-ville/nice",20,0,0.0000,74.75
"https://axion-ia.com/fr/audit/par-ville/nimes",1,0,0.0000,32.00
"https://axion-ia.com/fr/audit/par-ville/rennes",2,0,0.0000,6.00
"https://axion-ia.com/fr/audit/par-ville/saint-denis",2,0,0.0000,36.50
"https://axion-ia.com/fr/audit/strategique-pme",1,0,0.0000,4.00
"https://axion-ia.com/fr/avis",1,0,0.0000,7.00
"https://axion-ia.com/fr/avis/deposer",1,0,0.0000,5.00
"https://axion-ia.com/fr/avis/lucie-b-rh-recrutement-meylan-51",1,0,0.0000,4.00
"https://axion-ia.com/fr/avis/secteur/btp_immobilier",4,0,0.0000,10.25
"https://axion-ia.com/fr/blog/accompagnement-ia-entreprise-grenoble-faq",6,0,0.0000,33.00
"https://axion-ia.com/fr/blog/cabinet-audit-ia-grenoble-faq",3,0,0.0000,3.67
"https://axion-ia.com/fr/blog/coach-ia-grenoble-guide-pratique",23,0,0.0000,8.52
"https://axion-ia.com/fr/blog/coaching-ia-dirigeant-aurillac",2,0,0.0000,9.50
"https://axion-ia.com/fr/blog/coaching-ia-dirigeant-grenoble",23,0,0.0000,5.74
"https://axion-ia.com/fr/blog/coaching-ia-dirigeant-mantes-la-ville-roi",9,0,0.0000,14.89
"https://axion-ia.com/fr/blog/cours-ia-grenoble-entreprise-faq",21,0,0.0000,9.19
"https://axion-ia.com/fr/blog/developpement-ia-grenoble-faq",1,0,0.0000,4.00
"https://axion-ia.com/fr/blog/formation-ia-lyon-pme",1,0,0.0000,42.00
"https://axion-ia.com/fr/blog/formation-ia-maurepas-definition",7,0,0.0000,8.00
"https://axion-ia.com/fr/blog/formation-intelligence-artificielle-entreprise-grenoble",13,0,0.0000,35.77
"https://axion-ia.com/fr/blog/implementation-ia-grenoble-entreprise-faq",1,0,0.0000,3.00
"https://axion-ia.com/fr/blog/integrateur-ia-grenoble-entreprise-faq",1,0,0.0000,1.00
"https://axion-ia.com/fr/blog/mentor-ia-dirigeant-auvergne-rhone-alpes-grenoble",3,0,0.0000,25.00
"https://axion-ia.com/fr/carrieres",24,0,0.0000,8.88
"https://axion-ia.com/fr/carrieres/designer-ux-ui",1,0,0.0000,11.00
"https://axion-ia.com/fr/carrieres/responsable-reseau-commercial",2,0,0.0000,26.00
"https://axion-ia.com/fr/centre-aide/categorie/avant-l-intervention",2,0,0.0000,16.50
"https://axion-ia.com/fr/centre-aide/facturation-tva",6,0,0.0000,38.83
"https://axion-ia.com/fr/connaissances/kb-fact-audit-021-fr",1,0,0.0000,6.00
"https://axion-ia.com/fr/equipe/manon",1,0,0.0000,1.00
"https://axion-ia.com/fr/faq",3,0,0.0000,8.00
"https://axion-ia.com/fr/faq/atelier-ia-equipe",6,0,0.0000,26.83
"https://axion-ia.com/fr/faq/choisir-cabinet-ia",7,0,0.0000,75.14
"https://axion-ia.com/fr/faq/eti-grands-comptes",6,0,0.0000,35.50
"https://axion-ia.com/fr/faq/ia-cabinet-comptable-conseil",6,0,0.0000,89.83
"https://axion-ia.com/fr/faq/ia-droit-auteur-contenu",10,0,0.0000,9.60
"https://axion-ia.com/fr/faq/ia-industrie-production",1,0,0.0000,1.00
"https://axion-ia.com/fr/faq/mentorat-ia-dirigeant",12,0,0.0000,5.67
"https://axion-ia.com/fr/faq/premier-diagnostic-ia",1,0,0.0000,28.00
"https://axion-ia.com/fr/faq/qu-est-ce-qu-une-implementation",2,0,0.0000,19.50
"https://axion-ia.com/fr/faq/qu-est-ce-qu-une-intervention",1,0,0.0000,9.00
"https://axion-ia.com/fr/faq/tpe-ia",2,0,0.0000,6.50
"https://axion-ia.com/fr/formations",23,0,0.0000,28.48
"https://axion-ia.com/fr/formations/entreprise",1,0,0.0000,1.00
"https://axion-ia.com/fr/formations/ia-pour-l-automatisation",1,0,0.0000,9.00
"https://axion-ia.com/fr/formations/ia-pour-la-finance",2,0,0.0000,53.00
"https://axion-ia.com/fr/formations/ia-pour-les-equipes",2,0,0.0000,6.50
"https://axion-ia.com/fr/formations/ia-pour-les-rh",1,0,0.0000,9.00
"https://axion-ia.com/fr/formations/par-ville/angers",7,0,0.0000,61.71
"https://axion-ia.com/fr/formations/par-ville/lille",6,0,0.0000,41.67
"https://axion-ia.com/fr/formations/par-ville/limoges",1,0,0.0000,4.00
"https://axion-ia.com/fr/formations/par-ville/paris",3,0,0.0000,10.67
"https://axion-ia.com/fr/formations/par-ville/reims",1,0,0.0000,3.00
"https://axion-ia.com/fr/formations/par-ville/toulon",4,0,0.0000,66.75
"https://axion-ia.com/fr/galerie/axion-ia-audit-ia-methode-5-etapes-analyse-roi-recommandations-infographie",1,0,0.0000,11.00
"https://axion-ia.com/fr/galerie/axion-ia-comparatif-actions-humaines-vs-automatisation-ia-7-etapes-infographie",2,0,0.0000,4.00
"https://axion-ia.com/fr/galerie/axion-ia-equipe-ia-service-humain-12-personnes-photo-groupe",7,0,0.0000,3.57
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-nantes-consultant-ia-formation-pme",2,0,0.0000,6.00
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-rennes-consultant-ia-formation-pme",1,0,0.0000,9.00
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-romans-sur-isere-consultant-ia-pme",3,0,0.0000,24.00
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-roubaix-consultant-ia-formation-pme",2,0,0.0000,19.50
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-strasbourg-consultant-ia-formation-pme",5,0,0.0000,37.40
"https://axion-ia.com/fr/galerie/axion-ia-icone-app-fond-creme",3,0,0.0000,24.33
"https://axion-ia.com/fr/galerie/axion-ia-intervention-ia-entreprise-demi-journee-mise-en-pratique-immediate",13,0,0.0000,7.08
"https://axion-ia.com/fr/galerie/axion-ia-logo-icone-carre-sans-fond-haute-definition",3,0,0.0000,13.67
"https://axion-ia.com/fr/galerie/axion-ia-proposition-ia-pour-tous-artisans-tpe-pme-banniere",2,0,0.0000,6.50
"https://axion-ia.com/fr/galerie/axion-ia-proposition-ia-simplifie-interventions-photo-banniere",1,0,0.0000,6.00
"https://axion-ia.com/fr/galerie/axion-ia-proposition-showroom-mur-services-formations-audit-photo",1,0,0.0000,1.00
"https://axion-ia.com/fr/galerie/axion-ia-traitement-courrier-intelligent-ia-3h-a-20min-affiche",2,0,0.0000,5.50
"https://axion-ia.com/fr/guides/guide-audit-ia-grenoble",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes",6,0,0.0000,36.50
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/annemasse",1,0,0.0000,15.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/bourgoin-jallieu",4,0,0.0000,8.75
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/clermont-ferrand",1,0,0.0000,43.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/echirolles",1,0,0.0000,9.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/genay",1,0,0.0000,8.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/lyon",1,0,0.0000,20.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/montelimar",11,0,0.0000,30.09
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/oullins-pierre-benite",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/romans-sur-isere",4,0,0.0000,4.50
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/saint-genis-laval",5,0,0.0000,16.20
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/vaulx-en-velin",10,0,0.0000,6.60
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/vichy",1,0,0.0000,5.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/voiron",2,0,0.0000,5.00
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte",1,0,0.0000,35.00
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte/auxerre",8,0,0.0000,40.50
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte/dole",4,0,0.0000,12.00
"https://axion-ia.com/fr/implantations/bretagne/saint-brieuc",2,0,0.0000,4.00
"https://axion-ia.com/fr/implantations/centre-val-de-loire/fleury-les-aubrais",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/grand-est/chalons-en-champagne",3,0,0.0000,11.33
"https://axion-ia.com/fr/implantations/grand-est/illkirch-graffenstaden",2,0,0.0000,7.00
"https://axion-ia.com/fr/implantations/grand-est/mulhouse",2,0,0.0000,32.00
"https://axion-ia.com/fr/implantations/grand-est/nancy",1,0,0.0000,2.00
"https://axion-ia.com/fr/implantations/guadeloupe",3,0,0.0000,6.00
"https://axion-ia.com/fr/implantations/hauts-de-france/armentieres",4,0,0.0000,65.50
"https://axion-ia.com/fr/implantations/hauts-de-france/bruay-la-buissiere",6,0,0.0000,6.33
"https://axion-ia.com/fr/implantations/hauts-de-france/creil",1,0,0.0000,17.00
"https://axion-ia.com/fr/implantations/hauts-de-france/la-madeleine",2,0,0.0000,8.00
"https://axion-ia.com/fr/implantations/hauts-de-france/lambersart",2,0,0.0000,2.00
"https://axion-ia.com/fr/implantations/hauts-de-france/lievin",16,0,0.0000,43.31
"https://axion-ia.com/fr/implantations/hauts-de-france/lille",13,0,0.0000,61.92
"https://axion-ia.com/fr/implantations/hauts-de-france/marcq-en-bar-ul",2,0,0.0000,15.50
"https://axion-ia.com/fr/implantations/hauts-de-france/nogent-sur-oise",1,0,0.0000,28.00
"https://axion-ia.com/fr/implantations/hauts-de-france/soissons",1,0,0.0000,6.00
"https://axion-ia.com/fr/implantations/hauts-de-france/valenciennes",2,0,0.0000,69.50
"https://axion-ia.com/fr/implantations/hauts-de-france/wasquehal",19,0,0.0000,35.47
"https://axion-ia.com/fr/implantations/ile-de-france/alfortville",1,0,0.0000,2.00
"https://axion-ia.com/fr/implantations/ile-de-france/antony",4,0,0.0000,4.25
"https://axion-ia.com/fr/implantations/ile-de-france/bezons",1,0,0.0000,5.00
"https://axion-ia.com/fr/implantations/ile-de-france/bondy",3,0,0.0000,4.00
"https://axion-ia.com/fr/implantations/ile-de-france/boulogne-billancourt",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/ile-de-france/cachan",1,0,0.0000,9.00
"https://axion-ia.com/fr/implantations/ile-de-france/champs-sur-marne",3,0,0.0000,62.33
"https://axion-ia.com/fr/implantations/ile-de-france/chatillon",4,0,0.0000,76.75
"https://axion-ia.com/fr/implantations/ile-de-france/combs-la-ville",5,0,0.0000,34.00
"https://axion-ia.com/fr/implantations/ile-de-france/creteil",4,0,0.0000,51.00
"https://axion-ia.com/fr/implantations/ile-de-france/elancourt",10,0,0.0000,24.00
"https://axion-ia.com/fr/implantations/ile-de-france/franconville",1,0,0.0000,2.00
"https://axion-ia.com/fr/implantations/ile-de-france/fresnes",1,0,0.0000,10.00
"https://axion-ia.com/fr/implantations/ile-de-france/garges-les-gonesse",6,0,0.0000,5.67
"https://axion-ia.com/fr/implantations/ile-de-france/gif-sur-yvette",13,0,0.0000,8.77
"https://axion-ia.com/fr/implantations/ile-de-france/grigny",2,0,0.0000,9.50
"https://axion-ia.com/fr/implantations/ile-de-france/houilles",1,0,0.0000,2.00
"https://axion-ia.com/fr/implantations/ile-de-france/issy-les-moulineaux",4,0,0.0000,2.50
"https://axion-ia.com/fr/implantations/ile-de-france/ivry-sur-seine",3,0,0.0000,47.33
"https://axion-ia.com/fr/implantations/ile-de-france/lagny-sur-marne",5,0,0.0000,26.20
"https://axion-ia.com/fr/implantations/ile-de-france/le-blanc-mesnil",1,0,0.0000,96.00
"https://axion-ia.com/fr/implantations/ile-de-france/le-plessis-trevise",12,0,0.0000,3.25
"https://axion-ia.com/fr/implantations/ile-de-france/les-lilas",4,0,0.0000,1.50
"https://axion-ia.com/fr/implantations/ile-de-france/longjumeau",6,0,0.0000,5.67
"https://axion-ia.com/fr/implantations/ile-de-france/noisy-le-grand",1,0,0.0000,7.00
"https://axion-ia.com/fr/implantations/ile-de-france/noisy-le-sec",3,0,0.0000,40.67
"https://axion-ia.com/fr/implantations/ile-de-france/palaiseau",2,0,0.0000,6.50
"https://axion-ia.com/fr/implantations/ile-de-france/poissy",4,0,0.0000,8.00
"https://axion-ia.com/fr/implantations/ile-de-france/pontoise",1,0,0.0000,3.00
"https://axion-ia.com/fr/implantations/ile-de-france/puteaux",2,0,0.0000,17.50
"https://axion-ia.com/fr/implantations/ile-de-france/roissy-en-brie",1,0,0.0000,21.00
