page,impressions,clicks,ctr,position
"https://axion-ia.com/fr",41,10,0.2439,3.10
"https://axion-ia.com/formations/ia-pour-bien-commencer-journee",12,1,0.0833,5.08
"https://axion-ia.com/fr/blog/coaching-ia-dirigeant-mantes-la-ville-roi",1,1,1.0000,2.00
"https://axion-ia.com/fr/blog/integrateur-ia-grenoble-entreprise-faq",84,1,0.0119,22.82
"https://axion-ia.com/fr/formations/ia-au-bureau",2,1,0.5000,35.00
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-romans-sur-isere-consultant-ia-pme",3,1,0.3333,23.67
"https://axion-ia.com/fr/guides/guide-audit-ia-grenoble",5,1,0.2000,11.40
"https://axion-ia.com/fr/guides/guide-integration-ia-grenoble",7,1,0.1429,18.00
"https://axion-ia.com/fr/implantations/ile-de-france/villeneuve-saint-georges",3,1,0.3333,4.67
"https://axion-ia.com/fr/secteurs/restauration_hotellerie",4,1,0.2500,6.00
"https://axion-ia.com/blog/formation-ia-maurepas-definition",2,0,0.0000,9.00
"https://axion-ia.com/connaissances",2,0,0.0000,5.50
"https://axion-ia.com/en/gallery/axion-ia-proposition-booster-productivite-equipes-automatiser-affiche",1,0,0.0000,24.00
"https://axion-ia.com/formations/ia-pour-bien-commencer",9,0,0.0000,12.67
"https://axion-ia.com/formations/ia-pour-l-automatisation",2,0,0.0000,81.50
"https://axion-ia.com/formations/ia-pour-les-equipes",4,0,0.0000,1.00
"https://axion-ia.com/formations/secteurs",4,0,0.0000,29.50
"https://axion-ia.com/fr/actualites",2,0,0.0000,42.00
"https://axion-ia.com/fr/appel",1,0,0.0000,1.00
"https://axion-ia.com/fr/audit/par-ville/annecy",3,0,0.0000,58.33
"https://axion-ia.com/fr/audit/par-ville/boulogne-billancourt",1,0,0.0000,96.00
"https://axion-ia.com/fr/audit/par-ville/brest",1,0,0.0000,66.00
"https://axion-ia.com/fr/audit/par-ville/caen",4,0,0.0000,36.25
"https://axion-ia.com/fr/audit/par-ville/grenoble",4,0,0.0000,80.50
"https://axion-ia.com/fr/audit/par-ville/le-havre",2,0,0.0000,85.50
"https://axion-ia.com/fr/audit/par-ville/limoges",2,0,0.0000,58.50
"https://axion-ia.com/fr/audit/par-ville/metz",1,0,0.0000,8.00
"https://axion-ia.com/fr/audit/par-ville/mulhouse",1,0,0.0000,94.00
"https://axion-ia.com/fr/audit/par-ville/nantes",1,0,0.0000,94.00
"https://axion-ia.com/fr/audit/par-ville/nice",1,0,0.0000,90.00
"https://axion-ia.com/fr/audit/par-ville/strasbourg",3,0,0.0000,23.00
"https://axion-ia.com/fr/audit/par-ville/villeurbanne",3,0,0.0000,48.33
"https://axion-ia.com/fr/audit/strategique-pme",1,0,0.0000,9.00
"https://axion-ia.com/fr/audit/tpe-1-jour",1,0,0.0000,6.00
"https://axion-ia.com/fr/blog/accompagnement-ia-entreprise-grenoble-faq",4,0,0.0000,21.25
"https://axion-ia.com/fr/blog/atelier-ia-grenoble-entreprise",2,0,0.0000,29.50
"https://axion-ia.com/fr/blog/audit-ia-malakoff-comprendre-optimiser",1,0,0.0000,10.00
"https://axion-ia.com/fr/blog/cabinet-audit-ia-grenoble-faq",1,0,0.0000,10.00
"https://axion-ia.com/fr/blog/coach-ia-grenoble-guide-pratique",16,0,0.0000,9.38
"https://axion-ia.com/fr/blog/coaching-ia-dirigeant-grenoble",24,0,0.0000,1.67
"https://axion-ia.com/fr/blog/cours-ia-grenoble-entreprise",12,0,0.0000,40.42
"https://axion-ia.com/fr/blog/cours-ia-grenoble-entreprise-faq",9,0,0.0000,10.78
"https://axion-ia.com/fr/blog/formation-intelligence-artificielle-entreprise-grenoble",3,0,0.0000,31.67
"https://axion-ia.com/fr/blog/mentor-ia-dirigeant-auvergne-rhone-alpes-grenoble",5,0,0.0000,35.60
"https://axion-ia.com/fr/carrieres",16,0,0.0000,9.50
"https://axion-ia.com/fr/carrieres/business-developer-ia",1,0,0.0000,7.00
"https://axion-ia.com/fr/carrieres/designer-ux-ui",4,0,0.0000,17.25
"https://axion-ia.com/fr/carrieres/ingenieur-ia-implementation",4,0,0.0000,16.25
"https://axion-ia.com/fr/carrieres/responsable-reseau-commercial",3,0,0.0000,4.33
"https://axion-ia.com/fr/centre-aide/categorie/avant-l-intervention",1,0,0.0000,1.00
"https://axion-ia.com/fr/centre-aide/preparer-une-intervention",5,0,0.0000,1.00
"https://axion-ia.com/fr/connaissances/kb-fact-roi-ia-024-fr",2,0,0.0000,7.50
"https://axion-ia.com/fr/connaissances/kb-fact-roi-ia-028-fr",1,0,0.0000,5.00
"https://axion-ia.com/fr/devenir-commercial-ia",4,0,0.0000,3.75
"https://axion-ia.com/fr/devenir-commercial-ia/candidature",4,0,0.0000,20.75
"https://axion-ia.com/fr/faq",1,0,0.0000,11.00
"https://axion-ia.com/fr/faq/ai-act-2026",1,0,0.0000,16.00
"https://axion-ia.com/fr/faq/chatbot-ia-entreprise",1,0,0.0000,40.00
"https://axion-ia.com/fr/faq/choisir-cabinet-ia",10,0,0.0000,61.00
"https://axion-ia.com/fr/faq/eti-grands-comptes",5,0,0.0000,32.60
"https://axion-ia.com/fr/faq/ia-generative-definition",8,0,0.0000,2.50
"https://axion-ia.com/fr/faq/ia-gestion-documents",7,0,0.0000,2.86
"https://axion-ia.com/fr/faq/ia-restauration-hotellerie",1,0,0.0000,1.00
"https://axion-ia.com/fr/faq/qu-est-ce-qu-une-implementation",4,0,0.0000,12.50
"https://axion-ia.com/fr/formations",4,0,0.0000,27.00
"https://axion-ia.com/fr/formations/claude-prise-en-main-complete-7h",8,0,0.0000,52.00
"https://axion-ia.com/fr/formations/ia-fondamentaux",2,0,0.0000,2.50
"https://axion-ia.com/fr/formations/ia-pour-bien-commencer",2,0,0.0000,44.00
"https://axion-ia.com/fr/formations/ia-pour-bien-commencer-journee",3,0,0.0000,27.33
"https://axion-ia.com/fr/formations/ia-pour-l-automatisation",3,0,0.0000,1.67
"https://axion-ia.com/fr/formations/ia-pour-l-industrie",1,0,0.0000,25.00
"https://axion-ia.com/fr/formations/ia-pour-les-equipes",9,0,0.0000,14.78
"https://axion-ia.com/fr/formations/metiers",7,0,0.0000,4.71
"https://axion-ia.com/fr/formations/par-ville/le-havre",1,0,0.0000,59.00
"https://axion-ia.com/fr/formations/secteurs",1,0,0.0000,1.00
"https://axion-ia.com/fr/galerie/axion-ia-audit-ia-paris-pme-startups-grands-comptes-diagnostic",4,0,0.0000,20.00
"https://axion-ia.com/fr/galerie/axion-ia-formation-equipe-ia-40-pourcent-productivite-100-mesure-carre",1,0,0.0000,11.00
"https://axion-ia.com/fr/galerie/axion-ia-generation-contenu-6-formats-4-minutes-brief-ia-infographie",2,0,0.0000,19.50
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-reims-consultant-ia-formation-pme",8,0,0.0000,14.75
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-rennes-consultant-ia-formation-pme",2,0,0.0000,17.00
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-roubaix-consultant-ia-formation-pme",2,0,0.0000,47.00
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-rueil-malmaison-consultant-ia-pme",4,0,0.0000,8.50
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-saint-chamond-consultant-ia-pme",16,0,0.0000,11.13
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-saint-denis-consultant-ia-formation-pme",2,0,0.0000,10.50
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-saint-etienne-consultant-ia-formation-pme",4,0,0.0000,22.25
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-strasbourg-consultant-ia-formation-pme",1,0,0.0000,10.00
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-tours-consultant-ia-formation-pme",7,0,0.0000,7.29
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-versailles-consultant-ia-formation-pme",5,0,0.0000,5.00
"https://axion-ia.com/fr/galerie/axion-ia-hero-ville-villeurbanne-consultant-ia-formation-pme",3,0,0.0000,9.00
"https://axion-ia.com/fr/galerie/axion-ia-intervention-ia-entreprise-demi-journee-mise-en-pratique-immediate",1,0,0.0000,1.00
"https://axion-ia.com/fr/galerie/axion-ia-intervention-une-journee-ia-sur-site-entreprise-equipe",1,0,0.0000,16.00
"https://axion-ia.com/fr/galerie/axion-ia-logo-horizontal-transparent",2,0,0.0000,31.50
"https://axion-ia.com/fr/galerie/axion-ia-logo-icone-carre-sans-fond-haute-definition",5,0,0.0000,19.20
"https://axion-ia.com/fr/galerie/axion-ia-proposition-ia-simplifie-interventions-photo-banniere",9,0,0.0000,8.22
"https://axion-ia.com/fr/galerie/axion-ia-proposition-moins-taches-plus-valeur-carre",11,0,0.0000,2.00
"https://axion-ia.com/fr/galerie/axion-ia-transcription-reunion-microphone-60min-a-5min-ia-banniere",1,0,0.0000,82.00
"https://axion-ia.com/fr/implantations",6,0,0.0000,5.17
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/annemasse",1,0,0.0000,8.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/bourgoin-jallieu",1,0,0.0000,12.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/cessy",1,0,0.0000,3.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/lyon",3,0,0.0000,22.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/montelimar",1,0,0.0000,9.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/romans-sur-isere",2,0,0.0000,56.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/saint-etienne",1,0,0.0000,12.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/thonon-les-bains",3,0,0.0000,8.00
"https://axion-ia.com/fr/implantations/auvergne-rhone-alpes/voiron",2,0,0.0000,26.00
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte",3,0,0.0000,28.33
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte/le-creusot",6,0,0.0000,43.17
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte/montbeliard",3,0,0.0000,6.33
"https://axion-ia.com/fr/implantations/bourgogne-franche-comte/sens",3,0,0.0000,54.33
"https://axion-ia.com/fr/implantations/bretagne/vannes",1,0,0.0000,8.00
"https://axion-ia.com/fr/implantations/corse/ajaccio",1,0,0.0000,2.00
"https://axion-ia.com/fr/implantations/grand-est/lingolsheim",1,0,0.0000,15.00
"https://axion-ia.com/fr/implantations/grand-est/saint-louis",6,0,0.0000,6.83
"https://axion-ia.com/fr/implantations/hauts-de-france/armentieres",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/hauts-de-france/beauvais",2,0,0.0000,11.50
"https://axion-ia.com/fr/implantations/hauts-de-france/dunkerque",1,0,0.0000,12.00
"https://axion-ia.com/fr/implantations/hauts-de-france/maubeuge",4,0,0.0000,39.50
"https://axion-ia.com/fr/implantations/hauts-de-france/nogent-sur-oise",1,0,0.0000,32.00
"https://axion-ia.com/fr/implantations/hauts-de-france/saint-quentin",13,0,0.0000,16.31
"https://axion-ia.com/fr/implantations/hauts-de-france/soissons",1,0,0.0000,8.00
"https://axion-ia.com/fr/implantations/hauts-de-france/wasquehal",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/ile-de-france/bagneux",1,0,0.0000,23.00
"https://axion-ia.com/fr/implantations/ile-de-france/champigny-sur-marne",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/ile-de-france/champs-sur-marne",2,0,0.0000,5.50
"https://axion-ia.com/fr/implantations/ile-de-france/charenton-le-pont",5,0,0.0000,2.40
"https://axion-ia.com/fr/implantations/ile-de-france/chaville",1,0,0.0000,4.00
"https://axion-ia.com/fr/implantations/ile-de-france/chilly-mazarin",1,0,0.0000,5.00
"https://axion-ia.com/fr/implantations/ile-de-france/drancy",2,0,0.0000,6.50
"https://axion-ia.com/fr/implantations/ile-de-france/elancourt",1,0,0.0000,93.00
"https://axion-ia.com/fr/implantations/ile-de-france/epinay-sur-seine",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/ile-de-france/gif-sur-yvette",2,0,0.0000,14.00
"https://axion-ia.com/fr/implantations/ile-de-france/grigny",2,0,0.0000,6.50
"https://axion-ia.com/fr/implantations/ile-de-france/guyancourt",1,0,0.0000,22.00
"https://axion-ia.com/fr/implantations/ile-de-france/herblay-sur-seine",2,0,0.0000,40.50
"https://axion-ia.com/fr/implantations/ile-de-france/mantes-la-ville",1,0,0.0000,84.00
"https://axion-ia.com/fr/implantations/ile-de-france/massy",2,0,0.0000,4.50
"https://axion-ia.com/fr/implantations/ile-de-france/rueil-malmaison",1,0,0.0000,8.00
"https://axion-ia.com/fr/implantations/ile-de-france/saint-cloud",4,0,0.0000,37.75
"https://axion-ia.com/fr/implantations/ile-de-france/saint-germain-en-laye",1,0,0.0000,85.00
"https://axion-ia.com/fr/implantations/ile-de-france/sartrouville",1,0,0.0000,51.00
"https://axion-ia.com/fr/implantations/ile-de-france/savigny-sur-orge",10,0,0.0000,43.10
"https://axion-ia.com/fr/implantations/ile-de-france/villiers-le-bel",4,0,0.0000,19.25
"https://axion-ia.com/fr/implantations/ile-de-france/viry-chatillon",12,0,0.0000,20.08
"https://axion-ia.com/fr/implantations/ile-de-france/yerres",7,0,0.0000,24.29
"https://axion-ia.com/fr/implantations/nouvelle-aquitaine/bayonne",1,0,0.0000,7.00
"https://axion-ia.com/fr/implantations/nouvelle-aquitaine/pau",1,0,0.0000,19.00
"https://axion-ia.com/fr/implantations/nouvelle-aquitaine/pessac",2,0,0.0000,5.50
"https://axion-ia.com/fr/implantations/occitanie/agde",4,0,0.0000,36.25
"https://axion-ia.com/fr/implantations/occitanie/auch",4,0,0.0000,54.75
"https://axion-ia.com/fr/implantations/occitanie/cugnaux",1,0,0.0000,69.00
"https://axion-ia.com/fr/implantations/occitanie/merville-31",1,0,0.0000,4.00
"https://axion-ia.com/fr/implantations/occitanie/plaisance-du-touch",1,0,0.0000,1.00
"https://axion-ia.com/fr/implantations/provence-alpes-cote-d-azur/sollies-pont",1,0,0.0000,5.00
"https://axion-ia.com/fr/implantations/provence-alpes-cote-d-azur/vallauris",1,0,0.0000,1.00
"https://axion-ia.com/fr/implementation/par-fonction/communication-interne",6,0,0.0000,44.83
"https://axion-ia.com/fr/implementation/par-ville/nice",11,0,0.0000,63.27
"https://axion-ia.com/fr/interventions/coaching-decouverte",5,0,0.0000,28.20
"https://axion-ia.com/fr/interventions/individuel",6,0,0.0000,20.83
